birth_rate,country,gdp,health_exp_percent_gdp,health_exp_per_capita,infant_mortality_rate,internet_usage,life_expectancy_female,life_expectancy_male,mobile_phone_usage,no_of_records,population_0_to_14,population_15_to_64,population_65_plus,population_total,population_urban,region,tourism_inbound,tourism_outbound,year,header,personal,business,total,africa,americas,east_asia_and_pacific,europe,middle_east,south_asia,others
0.048,angola,60448890972,0.034,115,0.117,0,51,48,0.3,1,0.479,0.497,0.024,17712824,0.377,Africa,236000000,473000000,2007,Data,166,28,194,33,38,28,89,2,4,0
0.018,antigua and barbuda,1289259236,0.046,698,0.01,0.3,77,72,1.3,1,0.276,0.651,0.073,84397,0.28,The Americas,338000000,52000000,2007,Data,251,11,262,0,141,0,115,0,0,6
0.017,argentina,3.30E+11,0.082,548,0.014,0.3,79,71,1,1,0.257,0.639,0.104,39331357,0.904,The Americas,4984000000,5063000000,2007,Data,1922.783,451.407,2374.19,0,3609,0,738,0,0,215
0.014,armenia,9206301700,0.043,133,0.019,0.1,77,70,0.6,1,0.211,0.676,0.114,2989882,0.641,Asia,343000000,345000000,2007,Data,336,175,511,0,127,23,278,41,41,0
0.014,australia,8.54E+11,0.086,3956,0.005,0.7,84,79,1,1,0.193,0.676,0.131,20827600,0.883,Oceania,25624000000,20429000000,2007,Data,4336,1309,5645,85,629,3387,1355,63,125,0
0.018,azerbaijan,33050343783,0.051,192,0.039,0.1,73,67,0.5,1,0.243,0.693,0.063,8581300,0.528,Asia,317000000,381000000,2007,Data,1028,305,1333,1,11,8,1104,2,205,1
0.018,bahrain,21730590263,0.036,648,0.009,0.3,77,75,1.1,1,0.233,0.746,0.021,1032353,0.884,Middle East,1854000000,671000000,2007,Data,6788,1045,7833,109,267,390,507,5451,1109,0
0.022,bangladesh,68415421373,0.035,16,0.046,0,69,68,0.2,1,0.333,0.623,0.044,146457067,0.282,Asia,76000000,530000000,2007,Data,156,133,289,2,46,57,77,5,102,0
0.013,barbados,4513250000,0.075,928,0.014,0.6,77,72,0.9,1,0.2,0.694,0.106,276277,0.326,The Americas,1224000000,290000000,2007,Data,516,58,574,3,303,10,251,0,4,3
0.011,belarus,45275711996,0.064,304,0.006,0.2,76,65,0.7,1,0.15,0.705,0.145,9560000,0.733,Europe,479000000,724000000,2007,Data,4837,446,5283,0,6,2,95,1,1,0
0.012,belgium,4.60E+11,0.095,4136,0.004,0.6,83,77,1,1,0.169,0.659,0.172,10625700,0.975,Europe,12371000000,19215000000,2007,Data,4605,2440,7045,62,421,302,6061,20,44,134
0.026,belize,1290500000,0.048,215,0.017,0.1,76,70,0.4,1,0.37,0.59,0.04,286196,0.458,The Americas,289000000,46000000,2007,Data,238,13,251,0,202,5,34,0,0,9
0.039,benin,5506275948,0.045,29,0.069,0,59,57,0.2,1,0.441,0.531,0.028,8707490,0.407,Africa,206000000,107000000,2007,Data,88,97,185,153,2.3,0.8,26.3,1.8,2.2,0
0.022,bhutan,1196091806,0.05,88,0.041,0.1,66,65,0.2,1,0.32,0.638,0.042,679365,0.325,Asia,47000000,26000000,2007,Data,21,0,21,0.1,6.7,5.4,8.9,0,0,0
0.025,botswana,10939028155,0.047,269,0.043,0.1,46,46,0.6,1,0.351,0.616,0.033,1915187,0.555,Africa,548000000,284000000,2007,Data,1618,118,1736,1546,33,25,78,0,2,52
0.017,brazil,1.37E+12,0.085,609,0.018,0.3,76,69,0.6,1,0.268,0.668,0.064,189996976,0.834,The Americas,5284000000,10434000000,2007,Data,3649,1377,5026,75,2779,206,1938,26,0,2
0.018,brunei darussalam,12247694247,0.023,738,0.008,0.4,79,76,1,1,0.28,0.686,0.033,381440,0.743,Asia,233000000,430000000,2007,Data,142,36,178,0,5,144,21,1,5,2
0.028,lesotho,1597484736,0.085,69,0.082,0,45,45,0.2,1,0.389,0.566,0.045,1955784,0.233,Africa,31000000,276000000,2007,Data,254,46,300,271,3,5,20,0,0,1
0.01,bulgaria,42113656147,0.068,375,0.012,0.3,76,69,1.3,1,0.133,0.689,0.177,7545338,0.713,Europe,4181000000,2142000000,2007,Data,7350,376,7726,2,90,44,7372,19,15,184
0.044,burkina faso,6755823933,0.077,32,0.079,0,54,53,0.1,1,0.463,0.511,0.025,14235075,0.232,Africa,61000000,93000000,2007,Data,163,211,374,121,20,12,127,2,0,7
0.044,burundi,1356078300,0.1,16,0.069,0,53,50,0,1,0.445,0.529,0.026,8328312,0.099,Africa,2300000,106000000,2007,Data,165,27,192,168,1,12,2,0,0,9
0.026,cambodia,8639164917,0.045,28,0.045,0,72,66,0.2,1,0.341,0.612,0.046,13747288,0.194,Asia,1169000000,194000000,2007,Data,1869,146,2015,3,195,1384,417,1,15,0
0.011,canada,1.46E+12,0.1,4330,0.005,0.7,83,78,0.6,1,0.171,0.695,0.134,32887928,0.804,The Americas,17961000000,31099000000,2007,Data,15189,2587,17776,76,13946,1267,2443,68,136,0
0.011,latvia,28765687042,0.07,883,0.01,0.6,77,66,1,1,0.142,0.68,0.178,2200325,0.679,Europe,881000000,1021000000,2007,Data,4485,724,5209,3,32,18,5150,2,2,0
0.036,central african republic,1698125680,0.043,18,0.108,0,48,45,0.1,1,0.415,0.546,0.039,4106897,0.383,Africa,10800000,54000000,2007,Data,11.2,5.9,17.1,8.3,0.9,0.5,6.7,0.6,0,0.1
0.021,kuwait,1.15E+11,0.021,954,0.01,0.3,75,73,0.6,1,0.254,0.718,0.028,2554920,0.982,Middle East,530000000,7267000000,2007,Data,271,21,292,55,190,235,177,2619,1192,14
0.024,kiribati,123005090,0.121,160,0.05,0.1,70,64,0,1,0.357,0.606,0.037,93401,0.436,Oceania,4000000,9100000,2007,Data,3.4,1.4,4.8,0,1.1,3.1,0.3,0,0,0.2
0.015,chile,1.73E+11,0.064,665,0.008,0.4,82,76,0.8,1,0.237,0.678,0.085,16668892,0.879,The Americas,2226000000,2042000000,2007,Data,2075,459,2534,4,1968,91,437,1,4,2
0.012,china,3.49E+12,0.044,113,0.017,0.2,76,73,0.4,1,0.192,0.729,0.079,1317885000,0.452,Asia,41126000000,33269000000,2007,Data,19149,6961,26110,327,2721,120956,6937,180,749,3
0.039,comoros,464948879,0.049,36,0.068,0,61,58,0.1,1,0.418,0.552,0.03,632736,0.279,Africa,30000000,15000000,2007,Data,10.8,4.4,15.2,4.2,0.4,0.5,9.1,0,0,1
0.038,kenya,27236739896,0.044,32,0.058,0.1,58,55,0.3,1,0.426,0.547,0.027,37752304,0.224,Africa,1514000000,265000000,2007,Data,1575,242,1817,205,134,168,1237,0,0,73
0.021,kazakhstan,1.05E+11,0.034,233,0.025,0,73,61,0.8,1,0.244,0.682,0.073,15484192,0.543,Asia,1213000000,1396000000,2007,Data,4050,1260,5310,2,33,220,5019,5,26,6
0.017,costa rica,26321999607,0.084,525,0.009,0.3,81,76,0.3,1,0.266,0.673,0.061,4463226,0.682,The Americas,2221000000,751000000,2007,Data,1651.1,328.5,1979.6,2,1670,26,282,0,0,0
0.012,cyprus,21841815681,0.061,1691,0.004,0.4,81,77,0.9,1,0.19,0.7,0.11,1063095,0.68,Europe,3108000000,1554000000,2007,Data,2241,175,2416,7,30,17,2304,51,7,0
0.012,denmark,3.11E+11,0.1,5710,0.004,0.9,81,76,1.2,1,0.185,0.659,0.156,5461438,0.863,Europe,5978000000,8830000000,2007,Data,25963,1175,27138,0,625,198,8558,0,0,452
0.03,jordan,17110610000,0.083,252,0.019,0.2,75,71,0.8,1,0.368,0.6,0.033,5661000,0.817,Middle East,2754000000,1024000000,2007,Data,3063,368,3431,55,178,126,571,1690,65,747
0.023,dominican republic,41320673508,0.05,212,0.028,0.2,75,69,0.6,1,0.323,0.619,0.058,9615015,0.7,The Americas,4064000000,531000000,2007,Data,3821,159,3980,0,2046,8,1343,0,1,582
0.021,el salvador,20104900000,0.063,207,0.018,0.1,76,66,1,1,0.343,0.592,0.065,6122952,0.627,The Americas,793000000,363000000,2007,Data,996,343,1339,1,1285,12,41,0,0,0
0.009,japan,4.36E+12,0.082,2801,0.003,0.7,86,79,0.8,1,0.136,0.654,0.21,127770750,0.88,Asia,12422000000,37261000000,2007,Data,6771,1576,8347,20,1054,6268,898,3,103,1
0.016,jamaica,12820055025,0.049,230,0.017,0.2,75,69,1,1,0.304,0.618,0.077,2662481,0.532,The Americas,2142000000,340000000,2007,Data,1597,104,1701,1,1398,9,290,0,2,0
0.037,ethiopia,19346646117,0.048,11,0.061,0,60,58,0,1,0.457,0.511,0.032,80440708,0.161,Africa,790000000,107000000,2007,Data,251,61,312,92,68,26,89,28,9,0
0.023,fiji,3405050612,0.037,152,0.02,0.1,72,66,0.6,1,0.296,0.66,0.044,835392,0.507,Oceania,725000000,130000000,2007,Data,504,36,540,0,82,388,61,0,0,9
0.01,italy,2.13E+12,0.085,3058,0.004,0.4,84,79,1.5,1,0.141,0.66,0.199,58438310,0.68,Europe,46144000000,32754000000,2007,Data,58278,11992,70270,373.3,4152,1456,63527.8,386.5,373.2,1.8
0.021,israel,1.75E+11,0.075,1730,0.004,0.5,82,88,1.3,1,0.275,0.623,0.102,7180100,0.916,Middle East,4405000000,4669000000,2007,Data,1840,227,2067,66,673,110,1171,13,28,6
0.016,ireland,2.60E+11,0.079,4733,0.004,0.6,82,77,1.2,1,0.208,0.681,0.111,4398942,0.61,Europe,9263000000,8785000000,2007,Data,7224,1108,8332,39,1099,249,6946,0,0,0
0.021,indonesia,4.32E+11,0.031,58,0.031,0.1,71,67,0.4,1,0.3,0.651,0.049,230972808,0.475,Asia,5831000000,6578000000,2007,Data,3344,2161,5505,28,220,4316,797,55,90,0
0.022,india,1.24E+12,0.039,40,0.052,0,66,63,0.2,1,0.314,0.638,0.049,1159095250,0.299,Asia,11234000000,10690000000,2007,Data,4807,275,5082,151,1050,823,1900,118,982,57
0.01,hungary,1.36E+11,0.077,1038,0.007,0.5,77,69,1.1,1,0.151,0.689,0.161,10055780,0.674,Europe,5628000000,3088000000,2007,Data,37755,1624,39379,22,533,440,38385,0,0,0
0.028,honduras,12275491273,0.079,136,0.024,0.1,74,70,0.6,1,0.386,0.572,0.042,7178436,0.498,The Americas,547000000,309000000,2007,Data,543,261,804,0.2,732,6.4,64.3,0.1,0.2,0.4
0.028,haiti,5885325590,0.054,34,0.063,0.1,62,59,0.3,1,0.373,0.584,0.043,9513714,0.474,The Americas,190000000,331000000,2007,Data,309,77,386,0,332,0,23,0,0,31
0.039,guinea,4134173271,0.063,26,0.079,0,55,53,0.2,1,0.433,0.534,0.032,10046967,0.336,Africa,1100000,96000000,2007,Data,18,12,30,10,2,3,9,1,0.4,5
0.011,finland,2.46E+11,0.08,3751,0.003,0.8,83,76,1.1,1,0.17,0.668,0.163,5288720,0.832,Europe,4287000000,4812000000,2007,Data,4040,1696,5736,11,174,312,5205,12,22,0
0.013,france,2.58E+12,0.109,4413,0.004,0.7,85,78,0.9,1,0.184,0.651,0.165,64012572,0.776,Europe,63701000000,46029000000,2007,Data,72570,8283,80853,1576,6024,3206,69272,775,0,0
0.033,ghana,24757608488,0.06,66,0.057,0,61,59,0.3,1,0.397,0.568,0.035,22525659,0.487,Africa,990000000,816000000,2007,Data,329,258,587,0,0,0,0,0,0,0
0.034,guatemala,34113106486,0.072,184,0.031,0.1,74,67,0.9,1,0.426,0.531,0.043,13317931,0.48,The Americas,1055000000,737000000,2007,Data,1285,342,1627,0,1444,30,152,0,0,2
0.044,zambia,11541420981,0.06,57,0.07,0,51,49,0.2,1,0.469,0.504,0.027,12109620,0.375,Africa,138000000,98000000,2007,Data,557,340,897,661,51,28,146,0,12,0
0.028,vanuatu,526425740,0.037,88,0.017,0.1,72,68,0.1,1,0.391,0.573,0.036,220001,0.237,Oceania,142000000,13000000,2007,Data,70,11,81,0,3,73,4,0,0,1
0.015,uruguay,23410536914,0.08,560,0.012,0.3,80,73,0.9,1,0.233,0.63,0.137,3338384,0.938,The Americas,928000000,354000000,2007,Data,1704,111,1815,0,1407,13,133,0,0,262
0.013,united kingdom,2.86E+12,0.085,3953,0.005,0.8,82,77,1.2,1,0.177,0.662,0.161,61322463,0.805,Europe,48193000000,86747000000,2007,Data,23282,9496,32778,654,4827,2316,24020,490,472,0
0.01,ukraine,1.43E+11,0.064,194,0.012,0.1,74,63,1.2,1,0.141,0.698,0.161,46509350,0.681,Europe,5320000000,4022000000,2007,Data,22164,958,23122,10,167,49,22826,26,18,26
0.046,uganda,12292813801,0.094,37,0.061,0,55,54,0.1,1,0.492,0.483,0.025,30728747,0.136,Africa,402000000,220000000,2007,Data,532,110,642,480,42,14,77,5,15,8
0.019,turkey,6.47E+11,0.06,558,0.023,0.3,77,70,0.9,1,0.278,0.655,0.068,69496513,0.69,Europe,21662000000,4254000000,2007,Data,24718,2497,27215,158,585,587,18728,923,925,4216
0.015,trinidad and tobago,21830397705,0.048,790,0.023,0.3,73,66,1.2,1,0.211,0.713,0.076,1310040,0.096,The Americas,621000000,155000000,2007,Data,364,85,449,1,356,6,83,0,3,0
0.012,thailand,2.47E+11,0.036,133,0.014,0.2,76,70,0.8,1,0.212,0.707,0.082,66076927,0.401,Asia,20623000000,6887000000,2007,Data,12647,1817,14464,105,818,8712,3813,265,751,1
0.026,syrian arab republic,40405006007,0.038,79,0.015,0.1,77,73,0.3,1,0.373,0.592,0.035,19561477,0.545,Middle East,2972000000,710000000,2007,Data,5000,435,5435,78,59,43,732,3124,356,1042
0.019,suriname,2936612022,0.059,341,0.024,0.1,73,66,0.7,1,0.295,0.643,0.062,510433,0.665,The Americas,73000000,28000000,2007,Data,150,17,167,0.2,52,3,111,0,0.5,0.5
0.036,sudan,45456460335,0.062,85,0.059,0.1,62,59,0.2,1,0.428,0.541,0.031,33218250,0.329,Africa,262000000,1477000000,2007,Data,336,100,436,65,16,297,57,0,0,1
0.019,sri lanka,32351184234,0.037,59,0.011,0,77,70,0.4,1,0.252,0.675,0.073,20039000,0.184,Asia,750000000,709000000,2007,Data,437,57,494,3,32,76,223,11,150,0
0.011,spain,1.44E+12,0.085,2752,0.004,0.6,84,78,1.1,1,0.146,0.686,0.168,45226803,0.777,Europe,65020000000,24355000000,2007,Data,53391,5275,58666,0,2313,346,54927,0,0,1080
0.022,south africa,2.86E+11,0.078,449,0.047,0.1,53,51,0.9,1,0.303,0.65,0.048,48910248,0.606,Africa,10226000000,6103000000,2007,Data,8781,310,9091,6862,387,282,1438,21,52,49
0.034,solomon islands,516209150,0.056,67,0.029,0,68,65,0,1,0.411,0.558,0.031,492148,0.187,Oceania,37800000,35600000,2007,Data,7.5,6.2,13.7,0,1,11.6,0.9,0,0,0.2
0.01,slovenia,47349639895,0.079,1850,0.003,0.6,82,75,1,1,0.14,0.7,0.16,2018122,0.503,Europe,2465000000,1260000000,2007,Data,1411,340,1751,2,67,65,1617,0,0,0
0.01,singapore,1.80E+11,0.035,1333,0.002,0.7,83,78,1.3,1,0.184,0.731,0.085,4588600,1,Asia,9066000000,13409000000,2007,Data,7117,3168,10285,94,524,7323,1277,78,968,21
0.04,sierra leone,2158653216,0.14,56,0.122,0,44,43,0.1,1,0.425,0.55,0.025,5416015,0.374,Africa,22000000,17000000,2007,Data,20.8,11.4,32.2,10.8,6.2,2.6,11.3,1,0,0.3
0.018,seychelles,1033635773,0.034,393,0.012,0.4,78,69,0.9,1,0.233,0.693,0.075,85033,0.515,Africa,60000000,11000000,2007,Data,153,8,161,17,4,4,130,5,2,0
0.022,saudi arabia,4.16E+11,0.037,566,0.016,0.3,76,73,1.1,1,0.328,0.642,0.03,25915624,0.814,Middle East,6907000000,21031000000,2007,Data,8871,2659,11530,601,236,579,657,7444,2014,0
0.038,sao tome and principe,144259257,0.071,66,0.044,0.1,67,63,0.2,1,0.417,0.544,0.039,163390,0.597,Africa,5000000,700000,2007,Data,10.8,1,11.8,2.2,0.3,0,4,0,0,5.3
0.029,samoa,490916835,0.059,164,0.016,0,75,68,0.5,1,0.39,0.56,0.049,182240,0.208,Oceania,102000000,19800000,2007,Data,110,12,122,0,8,109,4,0,0,0.3
0.038,rwanda,3707800459,0.1,38,0.055,0,60,57,0.1,1,0.445,0.532,0.024,9928143,0.211,Africa,177000000,98000000,2007,Data,334,276,610,516,23.4,6.2,39.7,1.3,22.8,0.3
0.011,russian federation,1.30E+12,0.054,487,0.012,0.2,74,61,1.2,1,0.147,0.716,0.137,142114903,0.736,Europe,12427000000,23248000000,2007,Data,19639,3270,22909,30,466,1381,20395,24,100,511
0.01,poland,4.25E+11,0.063,706,0.006,0.5,80,71,1.1,1,0.156,0.71,0.133,38120560,0.612,Europe,11686000000,8342000000,2007,Data,10890,4085,14975,17,453,229,65373,10,20,106
0.026,philippines,1.49E+11,0.039,65,0.027,0.1,71,64,0.6,1,0.364,0.601,0.035,88875548,0.461,Asia,5520000000,2055000000,2007,Data,2591,451,3042,3,675,1829,300,32,38,215
0.021,peru,1.02E+11,0.051,192,0.019,0.3,76,70,0.5,1,0.312,0.632,0.056,28328410,0.758,The Americas,2007000000,1243000000,2007,Data,1867,49,1916,4,1399,94,414,0,3,2
0.025,paraguay,13794909537,0.06,135,0.023,0.1,74,70,0.8,1,0.349,0.602,0.049,6125285,0.578,The Americas,121000000,184000000,2007,Data,370,46,416,0,370,9,35,0,0,0
0.032,papua new guinea,6329292929,0.042,41,0.054,0,63,59,0,1,0.397,0.576,0.027,6397623,0.131,Oceania,4500000,81000000,2007,Data,34,70,104,1,8,85,9,0,2,0
0.021,panama,21121900000,0.067,382,0.018,0.2,79,74,0.9,1,0.302,0.635,0.063,3491034,0.643,The Americas,1806000000,457000000,2007,Data,579,333,912,1,836,27,85,0,0,0
0.028,pakistan,1.52E+11,0.035,31,0.078,0.1,66,65,0.4,1,0.37,0.588,0.042,163928329,0.354,Asia,912000000,2083000000,2007,Data,627,213,840,16,161,87,387,36,149,4
0.022,oman,41901170689,0.025,403,0.01,0.2,77,73,1,1,0.327,0.649,0.024,2569739,0.735,Middle East,905000000,952000000,2007,Data,1164.321,195.189,1359.51,0,0,0,0,0,0,0
0.012,norway,3.93E+11,0.095,7978,0.003,0.9,83,78,1.1,1,0.193,0.66,0.147,4709153,0.782,Europe,5322000000,13256000000,2007,Data,3296,1082,4378,0,177,32,3939,0,0,229
0.042,nigeria,1.66E+11,0.072,81,0.091,0.1,50,49,0.3,1,0.437,0.536,0.027,147187353,0.408,Africa,337000000,6664000000,2007,Data,3367,1872,5239,3614,222,302,867,95,124,15
0.051,niger,4291363547,0.074,22,0.075,0,55,55,0.1,1,0.494,0.481,0.025,14197289,0.17,Africa,44000000,48000000,2007,Data,23,25,48,24,4,2,18,0,0,0
0.025,nicaragua,7458167331,0.069,92,0.024,0,76,70,0.4,1,0.364,0.592,0.043,5595533,0.564,The Americas,255000000,279000000,2007,Data,656,144,800,0,672,9,53,0,0,66
0.015,new zealand,1.35E+11,0.085,2694,0.005,0.7,82,78,1,1,0.211,0.666,0.123,4228300,0.861,Oceania,5413000000,3077000000,2007,Data,2125,330,2455,25,290,1530,517,11,25,57
0.026,nepal,10325618017,0.055,23,0.042,0,67,65,0.1,1,0.387,0.566,0.046,25950022,0.158,Asia,234000000,402000000,2007,Data,472,54,526,1,41,140,158,0,168,19
0.028,namibia,8836063690,0.069,294,0.042,0,62,56,0.4,1,0.391,0.575,0.034,2080700,0.386,Africa,542000000,132000000,2007,Data,839,89,928,690,19,6,195,0,0,19
0.043,mozambique,8035635713,0.06,22,0.082,0,49,47,0.1,1,0.451,0.517,0.032,22171404,0.304,Africa,182000000,209000000,2007,Data,420,351,771,1043,19,13,66,0,0,118
0.022,mongolia,4234894168,0.057,93,0.033,0.1,70,62,0.5,1,0.276,0.686,0.038,2595068,0.646,Asia,354000000,227000000,2007,Data,348.8,103,451.8,0.8,15.4,283.3,150.3,0.5,1.3,0.3
0.021,mexico,1.04E+12,0.058,565,0.016,0.2,78,74,0.6,1,0.314,0.63,0.056,113529819,0.769,The Americas,14055000000,9918000000,2007,Data,20742,864,21606,10,18699,109,1408,0,0,1380
0.014,mauritius,7792063567,0.05,316,0.014,0.2,76,69,0.8,1,0.23,0.7,0.07,1260403,0.412,Africa,1663000000,384000000,2007,Data,898.1,34.6,932.7,211,10,40,596,5,45,0
0.013,albania,12881352688,0.061,251,0.016,0.2,80,74,0.6,1,0.243,0.662,0.095,2912559,0.5,Europe,1848000000,1644000000,2008,Data,1340,79,1419,0.3,61,15,1335,1,0.5,6
0.024,algeria,1.71E+11,0.038,183,0.025,0.1,72,69,0.8,1,0.274,0.68,0.047,35725377,0.661,Africa,474000000,617000000,2008,Data,359,197,556,194,11,39,268,45,0,1215
0.048,angola,84178086999,0.038,177,0.115,0,51,48,0.4,1,0.479,0.497,0.024,18314441,0.385,Africa,293000000,447000000,2008,Data,235,59,294,37,59,59,130,3,6,0
0.018,antigua and barbuda,1347407407,0.044,702,0.009,0.4,77,73,1.6,1,0.271,0.656,0.073,85349,0.274,The Americas,334000000,58000000,2008,Data,258,8,266,0,152,0,110,0,0,4
0.017,argentina,4.06E+11,0.083,686,0.014,0.3,79,72,1.2,1,0.254,0.641,0.104,39676083,0.906,The Americas,5295000000,5962000000,2008,Data,1966.206,435.067,2401.273,0,3710,0,766,0,0,224
0.014,armenia,11662040714,0.038,149,0.018,0.1,77,71,0.5,1,0.208,0.681,0.111,2977488,0.64,Asia,377000000,383000000,2008,Data,369,189,558,1,135,24,308,44,46,0
0.014,australia,1.06E+12,0.088,4237,0.004,0.7,84,79,1,1,0.192,0.677,0.132,21249200,0.884,Oceania,28306000000,24689000000,2008,Data,4247,1339,5586,93,644,3244,1381,75,148,0
0.017,azerbaijan,48852482960,0.044,241,0.037,0.2,73,67,0.7,1,0.237,0.701,0.062,8763400,0.53,Asia,382000000,456000000,2008,Data,1505,394,1899,2,17,16,1541,4,317,2
0.017,bahrain,25711147929,0.041,727,0.008,0.5,77,75,1.3,1,0.217,0.763,0.021,1116038,0.885,Middle East,1927000000,704000000,2008,Data,7362,1269,8631,0,0,0,0,0,0,0
0.022,bangladesh,79554350678,0.035,19,0.043,0,69,68,0.3,1,0.327,0.628,0.045,147969967,0.29,Asia,75000000,735000000,2008,Data,340,127,467,0,0,0,0,0,0,0
0.013,barbados,4541550000,0.075,996,0.014,0.6,77,72,1,1,0.198,0.698,0.105,277634,0.324,The Americas,1244000000,279000000,2008,Data,508,60,568,1,309,4,250,0,1,2
0.011,belarus,60763483146,0.059,378,0.006,0.2,77,65,0.9,1,0.148,0.708,0.143,9528000,0.737,Europe,585000000,860000000,2008,Data,4837,425,5262,0,1.4,1.1,88,0,0,0
0.012,belgium,5.07E+11,0.099,4715,0.004,0.7,83,77,1.1,1,0.168,0.661,0.171,10709973,0.975,Europe,13106000000,21445000000,2008,Data,4588,2576,7164,63,399,268,6187,22,64,161
0.025,belize,1369500000,0.051,237,0.017,0.1,76,70,0.5,1,0.365,0.596,0.039,293544,0.455,The Americas,278000000,44000000,2008,Data,235,10,245,0.5,196,5,34,0.6,0,9
0.039,benin,6633561835,0.042,31,0.066,0,60,57,0.4,1,0.439,0.533,0.029,8973293,0.411,Africa,236000000,102000000,2008,Data,103,85,188,117.9,3.9,1.6,50.7,0.3,0.7,12.8
0.021,bhutan,1258193519,0.052,95,0.038,0.1,66,66,0.4,1,0.312,0.645,0.043,692159,0.332,Asia,46000000,66000000,2008,Data,26,2,28,0.1,8.2,7.4,11.8,0,0.1,0
0.025,botswana,11113042238,0.053,307,0.043,0.1,46,46,0.8,1,0.348,0.618,0.034,1933719,0.558,Africa,59000000,54000000,2008,Data,1954,147,2101,1933,38,28,86,0,2,14
0.016,brazil,1.65E+12,0.083,714,0.017,0.3,76,69,0.8,1,0.264,0.671,0.066,191765567,0.837,The Americas,6109000000,13269000000,2008,Data,3676,1374,5050,76,2884,256,1814,0,19,1
0.018,brunei darussalam,14393099069,0.022,821,0.008,0.5,80,76,1,1,0.275,0.691,0.034,388017,0.747,Asia,242000000,459000000,2008,Data,185,41,226,0,6,186,23,0,5,6
0.01,bulgaria,51824892678,0.07,474,0.012,0.4,77,70,1.4,1,0.133,0.688,0.179,7492561,0.716,Europe,4852000000,2602000000,2008,Data,8115,418,8533,2,92,48,8261,22,21,87
0.044,burkina faso,8350710389,0.086,39,0.076,0,55,54,0.2,1,0.462,0.512,0.025,14659646,0.24,Africa,82000000,110000000,2008,Data,155,221,376,113,18,6,124,2,0,9
0.045,burundi,1611634286,0.079,15,0.066,0,53,50,0.1,1,0.442,0.532,0.026,8624280,0.101,Africa,1600000,151000000,2008,Data,173,28,201,178,5,4,12,0,0,3
0.026,cambodia,10351829066,0.055,41,0.042,0,72,67,0.3,1,0.332,0.62,0.048,13940518,0.195,Asia,1280000000,180000000,2008,Data,1966,159,2125,4,205,1436,464,1,16,0
0.011,canada,1.54E+12,0.103,4623,0.005,0.8,83,78,0.7,1,0.168,0.695,0.136,33245773,0.806,The Americas,18191000000,33844000000,2008,Data,14332,2666,16998,80,13112,1231,2498,77,145,0
0.036,central african republic,1985370255,0.043,20,0.107,0,48,45,0.1,1,0.412,0.549,0.039,4185106,0.385,Africa,11800000,56000000,2008,Data,16.7,13.9,30.6,16,1.3,2.2,10.6,0.4,0,0.1
0.015,chile,1.80E+11,0.068,732,0.008,0.4,82,76,0.9,1,0.231,0.682,0.087,16831184,0.882,The Americas,2537000000,1789000000,2008,Data,2142,568,2710,5,2076,79,409,1,3,137
0.012,china,4.52E+12,0.046,155,0.016,0.2,76,73,0.5,1,0.187,0.732,0.081,1324655000,0.465,Asia,44130000000,40987000000,2008,Data,18648,5678,24326,324,2582,119584,6688,178,669,2
0.038,comoros,530131963,0.052,42,0.066,0,61,58,0.1,1,0.42,0.55,0.03,649291,0.279,Africa,37000000,15000000,2008,Data,10.6,4.2,14.8,2.1,0.3,0.4,11,0,0,1
0.016,costa rica,29831167681,0.09,593,0.009,0.3,81,77,0.4,1,0.26,0.678,0.062,4532711,0.694,The Americas,2533000000,718000000,2008,Data,1646,443.4,2089.4,2,1755,28,300,0,0,4
0.012,cyprus,25321517504,0.069,2182,0.003,0.4,81,77,0.9,1,0.186,0.703,0.112,1077089,0.678,Europe,3231000000,1895000000,2008,Data,2239,165,2404,7,28,17,2300,48,4,0
0.012,denmark,3.44E+11,0.102,6395,0.004,0.9,81,76,1.2,1,0.183,0.657,0.159,5493621,0.865,Europe,6281000000,9698000000,2008,Data,25713,1157,26870,0,627,191,8330,0,0,416
0.023,dominican republic,45796187338,0.053,244,0.027,0.2,76,69,0.7,1,0.319,0.622,0.059,9750195,0.713,The Americas,4166000000,532000000,2008,Data,3839,141,3980,0,2128,8,1311,0,1,533
0.021,el salvador,21431000000,0.062,216,0.017,0.1,76,67,1.1,1,0.336,0.598,0.066,6151776,0.633,The Americas,711000000,326000000,2008,Data,968,417,1385,0,1343,9,33,0,0,0
0.036,ethiopia,26571320718,0.043,14,0.057,0,61,59,0,1,0.453,0.515,0.032,82621190,0.165,Africa,1184000000,156000000,2008,Data,265,65,330,116,59,23,95,25,11,1
0.022,fiji,3629936625,0.036,154,0.02,0.1,72,66,0.7,1,0.294,0.661,0.045,843851,0.511,Oceania,938000000,112000000,2008,Data,540,45,585,0,82,431,63,0,0,9
0.011,finland,2.72E+11,0.083,4262,0.003,0.8,83,76,1.3,1,0.168,0.668,0.165,5313399,0.833,Europe,4873000000,5579000000,2008,Data,4284,1788,6072,11,163,314,5540,12,32,0
0.013,france,2.83E+12,0.11,4877,0.004,0.7,85,78,0.9,1,0.184,0.651,0.165,64371099,0.779,Europe,67779000000,50021000000,2008,Data,68107,11111,79218,1765,5963,3483,67305,703,0,0
0.033,ghana,28528016511,0.056,69,0.056,0,61,59,0.5,1,0.394,0.571,0.035,23110139,0.494,Africa,970000000,870000000,2008,Data,419,279,698,0,0,0,0,0,0,0
